A model of road network and buildings extension co-evolution;14739715137994834697
#Modélisation mathématique des interactions entre pathogènes chez l’hôte humain: Application...;4039546176911911970
#Complexity and the shift in modern science. Conference on Complex Systems;NA
Pour des pratiques de modélisation et de simulation libérées en géographie et SHS;12500539792833149333
Knowledge accelerator’in geography and social sciences: Further and faster, but also deeper...;12267427704456922415
Modeling the evolution of a transport system and its impacts on a french urban system;10449100343814469275
Cities and complexity: understanding cities with cellular automata, agent-based models, and fractals;2520217403374467394
Geosimulation: object-based modeling of urban phenomena;14085672528521729909
#Computing for the large hadron collider;17684486778066577561
Network cities: A complexity-network approach to urban dynamics and development;17159531011909588746
Apports des méthodes d'exploration et de distribution appliquées à la simulation des droits à bâtir;7114521939190935374
Vitesse et processus de sélection hiérarchique dans le système des villes françaises;2985457441268618732
Villes et réseaux de transport: des interactions dans la longue durée (France, Europe, Etats-Unis);2846463784312482547
Beyond corroboration: Strengthening model validation by looking for unexpected patterns;1699663051565167789
Initial spatial conditions in simulation models: the missing leg of sensitivity analyses;18036012265331467607
A modular modelling framework for hypotheses testing in the simulation of urbanisation;15591873270705667361
#Generative social science: Studies in agent-based computational modeling;18379638507053743299
#Sociophysics: A review of galam models;17459090570547403831
#Deep learning;5362332738201102290
#Clustering of time series data-a survey;8112980915139196770
#Introduction to econophysics: correlations and complexity in finance;12393900196690169383
Revisiting the structuring effect of transportation infrastructure: an empirical approach...;17044891930338317067
#Reproducible large-scale neuroimaging studies with the openmole workflow management system;18248814012294141264
Coévolution dans les systèmes de villes: croissance et spécialisation des aires urbaines...;12249604427928750582
Pour une théorie évolutive des villes;14847187873972448317
Une théorie géographique des villes;9332685664450147168
Les effets structurants ou les raccourcis de l’explication géographique;7753607698585445099
Evaluation of the simpoplocal model;6176645948029809412
Urban dynamics and simulation models;71342397976593946
#For a cautious use of big data and computation;12064335522930516767
#Génération de données synthétiques corrélées;12922071264479613185
#An applied knowledge framework to study complex systems;7409264294851661954
#Identification de causalites dans des donnees spatio-temporelles;11103404614960143975
Models coupling urban growth and transportation network growth: An algorithmic systematic...;1319708987327506320
An urban morphogenesis model capturing interactions between networks and territories;1733317322551838105
Calibration of a density-based model of urban morphogenesis;13327112979320550133
Caractérisation et modélisation de la co-évolution des réseaux de transport et des...;9118996451297751276
Indirect evidence of network effects in a system of cities;11667984635425546006
Modeling the co-evolution of cities and networks;9373770629042102363
A hybrid network/grid model of urban morphogenesis and optimization;3559635412259202692
#Openmole, a workflow engine specifically tailored for the distributed exploration of simulation models;11665166017377686868
#A new method to evaluate simulation models: the calibration profile (cp) algorithm;15726759740229850049
#On the predictability of infectious disease outbreaks;12961044468488216477
On the notion of co-evolution in economic geography;8306797722065759334
Modélisation de la dynamique des systèmes de peuplement: de SimpopLocal à SimpopNet;4314943395653192320
#Co-evolution of firms, industries and networks in space;13822188468491279528
